"u","ratio","scostamento","resonance","library_status","intensita_risonanza"
2469,0.290123597020283,0.04320973631305,0.861123966735586,"Library_0 (Possibilita)",0.6491
2470,0.262840211158618,0.070493122174715,0.783546915393886,"Library_0 (Possibilita)",0.4941
2471,0.951207883190364,0.61787454985703,0.117889808870641,"Library_-1 (Rumore)",0.0021
2472,0.269160242052749,0.0641730912805845,0.800870989432304,"Library_0 (Possibilita)",0.5264
2473,0.46429540310055,0.130962069767217,0.635614865596584,"Library_-1 (Rumore)",0.2699
2474,0.906285272212699,0.572951938879366,0.13771607759631,"Library_-1 (Rumore)",0.0032
2475,0.976339839398861,0.643006506065528,0.10807088240761,"Library_-1 (Rumore)",0.0016
2476,0.149549384834245,0.183783948499088,0.529437716890834,"Library_-1 (Rumore)",0.1592
2477,0.392166704172269,0.0588333708389352,0.815806079284665,"Library_0 (Possibilita)",0.5553
2478,0.529352450277656,0.196019116944323,0.507490860089295,"Library_-1 (Rumore)",0.1408
2479,0.468290300574154,0.13495696724082,0.626888973742354,"Library_-1 (Rumore)",0.2594
2480,0.64605365996249,0.312720326629157,0.338885566958717,"Library_-1 (Rumore)",0.0438
2481,0.319719851016998,0.013613482316335,0.953986125258355,"Library_0 (Possibilita)",0.8727
2482,0.559439315460622,0.226105982127289,0.457314074037818,"Library_-1 (Rumore)",0.1042
2483,0.805932726478204,0.472599393144871,0.194890874654552,"Library_-1 (Rumore)",0.0089
2484,0.927916289772838,0.594582956439505,0.127784502501973,"Library_-1 (Rumore)",0.0026
2485,0.0410966202616692,0.292236713071664,0.363777007403844,"Library_-1 (Rumore)",0.0538
2486,0.726904410868883,0.39357107753555,0.256184551685284,"Library_-1 (Rumore)",0.0195
2487,0.605450076982379,0.272116743649046,0.390005691929276,"Library_-1 (Rumore)",0.0658
2488,0.419821257703006,0.086487924369673,0.741358866549604,"Library_0 (Possibilita)",0.4211
2489,0.294151153182611,0.0391821801507224,0.873208932792562,"Library_0 (Possibilita)",0.6758
2490,0.253977744141594,0.0793555891917397,0.759883037320277,"Library_0 (Possibilita)",0.4522
2491,0.645663213217631,0.312329879884298,0.339343726441881,"Library_-1 (Rumore)",0.044
2492,0.343781171832234,0.0104478384989004,0.964493477428234,"Library_0 (Possibilita)",0.9008
2493,0.36522075952962,0.0318874261962871,0.895530768659027,"Library_0 (Possibilita)",0.727
2494,0.419114306336269,0.0857809730029355,0.743174623509867,"Library_0 (Possibilita)",0.4241
2495,0.787183015607297,0.453849682273964,0.207954354987521,"Library_-1 (Rumore)",0.0107
2496,0.192019945709035,0.141313387624299,0.613251175287978,"Library_-1 (Rumore)",0.2434
2497,0.756514938082546,0.423181604749213,0.231235818057701,"Library_-1 (Rumore)",0.0145
2498,0.854996550362557,0.521663217029224,0.164459827493078,"Library_-1 (Rumore)",0.0054
2499,0.814444822259247,0.481111488925914,0.18923426470354,"Library_-1 (Rumore)",0.0081
2500,0.362246424192563,0.0289130908592294,0.904795132939297,"Library_0 (Possibilita)",0.7489
2501,0.871662738732994,0.53832940539966,0.155243838255193,"Library_-1 (Rumore)",0.0046
2502,0.916721782414243,0.583388449080909,0.132831465313754,"Library_-1 (Rumore)",0.0029
2503,0.509024967672303,0.17569163433897,0.544472273963933,"Library_-1 (Rumore)",0.1726
2504,0.596239562146366,0.262906228813032,0.402635660499473,"Library_-1 (Rumore)",0.0721
2505,0.45582358748652,0.122490254153187,0.654523496346983,"Library_-1 (Rumore)",0.2938
2506,0.980379716027528,0.647046382694195,0.106570668372088,"Library_-1 (Rumore)",0.0015
2507,0.255397563101724,0.0779357702316095,0.76362548192991,"Library_0 (Possibilita)",0.4587
2508,0.408417893340811,0.0750845600074778,0.771196637373162,"Library_0 (Possibilita)",0.472
2509,0.0415495096240193,0.291783823709314,0.364347534265377,"Library_-1 (Rumore)",0.0541
2510,0.586397585924715,0.253064252591381,0.416583888685207,"Library_-1 (Rumore)",0.0796
2511,0.269387745996937,0.0639455873363962,0.801501701061683,"Library_0 (Possibilita)",0.5276
2512,0.261764973169193,0.0715683601641406,0.780637067218337,"Library_0 (Possibilita)",0.4889
2513,0.322867898736149,0.0104654345971842,0.964434754075288,"Library_0 (Possibilita)",0.9006
2514,0.0798621438443661,0.253471189488967,0.415997707059703,"Library_-1 (Rumore)",0.0793
2515,0.273007358657196,0.0603259746761372,0.811603471650081,"Library_0 (Possibilita)",0.547
2516,0.10301155783236,0.230321775500973,0.450691322814164,"Library_-1 (Rumore)",0.0999
2517,0.755828127264977,0.422494793931643,0.231786013244886,"Library_-1 (Rumore)",0.0146
2518,0.499891909537837,0.166558576204504,0.561953862803172,"Library_-1 (Rumore)",0.1891
2519,0.112111482769251,0.221221850564082,0.465108521721025,"Library_-1 (Rumore)",0.1095
2520,0.998207489727065,0.664874156393732,0.10019513494418,"Library_-1 (Rumore)",0.0013
2521,0.97707032575272,0.643736992419387,0.10779805974963,"Library_-1 (Rumore)",0.0016
2522,0.220666411565617,0.112666921767717,0.677154014000544,"Library_-1 (Rumore)",0.3241
2523,0.109942209441215,0.223391123892119,0.461630373987452,"Library_-1 (Rumore)",0.1071
2524,0.165443331701681,0.167890001631652,0.559370854096365,"Library_-1 (Rumore)",0.1866
2525,0.960317088058218,0.626983754724885,0.114231852000583,"Library_-1 (Rumore)",0.0019
2526,0.331424032803625,0.00190930052970845,0.993415104997125,"Library_1 (Necessita)",0.9811
2527,0.10316326119937,0.230170072133963,0.450927967524498,"Library_-1 (Rumore)",0.1001
2528,0.672617267118767,0.339283933785434,0.309124953233328,"Library_-1 (Rumore)",0.0336
2529,0.0238216309808195,0.309511702352514,0.342669064652805,"Library_-1 (Rumore)",0.0453
2530,0.527854772284627,0.194521438951294,0.510127682520437,"Library_-1 (Rumore)",0.143
2531,0.496678145835176,0.163344812501843,0.568237918228438,"Library_-1 (Rumore)",0.1953
2532,0.853710150578991,0.520376817245657,0.165193514995078,"Library_-1 (Rumore)",0.0055
2533,0.806728890631348,0.473395557298015,0.194354702287549,"Library_-1 (Rumore)",0.0088
2534,0.47687741741538,0.143544084082047,0.608535843851071,"Library_-1 (Rumore)",0.238
2535,0.939709223574027,0.606375890240694,0.122675012734832,"Library_-1 (Rumore)",0.0023
2536,0.501787503249943,0.16845416991661,0.558279933715687,"Library_-1 (Rumore)",0.1855
2537,0.100343847414479,0.232989485918855,0.446550150165981,"Library_-1 (Rumore)",0.0973
2538,0.143572257831693,0.189761075501641,0.518600135603926,"Library_-1 (Rumore)",0.1499
2539,0.30865268711932,0.0246806462140133,0.918143680481238,"Library_0 (Possibilita)",0.7813
2540,0.133071557851508,0.200261775481825,0.50009496528344,"Library_-1 (Rumore)",0.135
2541,0.724583174102008,0.391249840768675,0.258250531533782,"Library_-1 (Rumore)",0.02
2542,0.291178446030244,0.0421548873030891,0.864272854688442,"Library_0 (Possibilita)",0.656
2543,0.808828336885199,0.475495003551866,0.192947904529451,"Library_-1 (Rumore)",0.0086
2544,0.143878979841247,0.189454353492086,0.519150837340122,"Library_-1 (Rumore)",0.1504
2545,0.554867455735803,0.221534122402469,0.464606224363579,"Library_-1 (Rumore)",0.1091
2546,0.304936299333349,0.0283970339999844,0.906412259528349,"Library_0 (Possibilita)",0.7528
2547,0.586799499345943,0.25346616601261,0.416004938211294,"Library_-1 (Rumore)",0.0793
2548,0.0510976237710565,0.282235709562277,0.376586251315919,"Library_-1 (Rumore)",0.0595
2549,0.711534669622779,0.378201336289446,0.270178093991104,"Library_-1 (Rumore)",0.0228
2550,0.283292504958808,0.0500408283745249,0.841007970994964,"Library_0 (Possibilita)",0.6063
2551,0.276396736036986,0.0569365972963472,0.821178089128092,"Library_0 (Possibilita)",0.5659
2552,0.340103916823864,0.00677058349053067,0.976844343156622,"Library_1 (Necessita)",0.9345
2553,0.342160136206076,0.00882680287274223,0.969918715968934,"Library_1 (Necessita)",0.9155
2554,0.123175077140331,0.210158256193002,0.483259434757854,"Library_-1 (Rumore)",0.1223
2555,0.13211418967694,0.201219143656393,0.498441021642035,"Library_-1 (Rumore)",0.1337
2556,0.334512714063749,0.0011793807304154,0.995927355037179,"Library_1 (Necessita)",0.9883
2557,0.268071451690048,0.0652618816432853,0.797859388811488,"Library_0 (Possibilita)",0.5207
2558,0.608880367595702,0.275547034262369,0.385403811483878,"Library_-1 (Rumore)",0.0636
2559,0.0440308339893818,0.289302499343952,0.367489298066866,"Library_-1 (Rumore)",0.0554
2560,0.141674519749358,0.191658813583975,0.515205820641875,"Library_-1 (Rumore)",0.1471
2561,0.755268135573715,0.421934802240382,0.232235583985571,"Library_-1 (Rumore)",0.0147
2562,0.975410913350061,0.642077580016727,0.108418816030586,"Library_-1 (Rumore)",0.0016
2563,0.327690634177998,0.00564269915533561,0.980664191089757,"Library_1 (Necessita)",0.9451
2564,0.985146799124777,0.651813465791444,0.104827168935633,"Library_-1 (Rumore)",0.0015
2565,0.737642683787271,0.404309350453938,0.246840135564229,"Library_-1 (Rumore)",0.0175
2566,0.0167657260317355,0.316567607301598,0.334404022055535,"Library_-1 (Rumore)",0.0422
2567,0.24269716674462,0.0906361665887137,0.730793421751377,"Library_0 (Possibilita)",0.404
2568,0.588698549196124,0.255365215862791,0.413280248158185,"Library_-1 (Rumore)",0.0778
2569,0.787964222254232,0.454630888920898,0.207392976861229,"Library_-1 (Rumore)",0.0106
2570,0.672881152946502,0.339547819613169,0.308842816094775,"Library_-1 (Rumore)",0.0335
2571,0.4535407719668,0.120207438633467,0.659714135678448,"Library_-1 (Rumore)",0.3006
2572,0.544331754324958,0.210998420991624,0.481856549729501,"Library_-1 (Rumore)",0.1212
2573,0.317334313876927,0.0159990194564064,0.946143789931248,"Library_0 (Possibilita)",0.8522
2574,0.119031854905188,0.214301478428145,0.476380558054636,"Library_-1 (Rumore)",0.1173
2575,0.798849499085918,0.465516165752585,0.199726628484172,"Library_-1 (Rumore)",0.0095
2576,0.727495333412662,0.394162000079329,0.255661255036649,"Library_-1 (Rumore)",0.0194
2577,0.771694277180359,0.438360943847025,0.21940374751991,"Library_-1 (Rumore)",0.0125
2578,0.277967492118478,0.0553658412148555,0.825653524317998,"Library_0 (Possibilita)",0.5748
2579,0.742518924409524,0.40918559107619,0.242710131181724,"Library_-1 (Rumore)",0.0167
2580,0.218636955134571,0.114696378198763,0.672415397417122,"Library_-1 (Rumore)",0.3176
2581,0.89826052240096,0.564927189067627,0.141593723693501,"Library_-1 (Rumore)",0.0035
2582,0.84539437154308,0.512061038209746,0.170015964225358,"Library_-1 (Rumore)",0.006
2583,0.304322782205418,0.0290105511279156,0.90449005344071,"Library_0 (Possibilita)",0.7482
2584,0.32850763364695,0.00482569968638319,0.983440479049223,"Library_1 (Necessita)",0.9529
2585,0.962128234328702,0.628794900995369,0.113518195907985,"Library_-1 (Rumore)",0.0019
2586,0.919418388046324,0.586085054712991,0.131597786295975,"Library_-1 (Rumore)",0.0028
2587,0.448015620699152,0.114682287365819,0.672448183784082,"Library_-1 (Rumore)",0.3176
2588,0.320626443717629,0.0127068896157046,0.956983520730523,"Library_0 (Possibilita)",0.8807
2589,0.866703581530601,0.533370248197268,0.157930804468433,"Library_-1 (Rumore)",0.0048
2590,0.0152747754473239,0.318058557886009,0.332683250030232,"Library_-1 (Rumore)",0.0416
2591,0.710078042233363,0.376744708900029,0.271543311802095,"Library_-1 (Rumore)",0.0231
2592,0.173597429180518,0.159735904152816,0.575378423731619,"Library_-1 (Rumore)",0.2024
2593,0.898486103396863,0.565152770063529,0.141483243247806,"Library_-1 (Rumore)",0.0035
2594,0.475364738376811,0.142031405043478,0.611729428598866,"Library_-1 (Rumore)",0.2416
2595,0.940244749886915,0.606911416553582,0.122447899211999,"Library_-1 (Rumore)",0.0023
2596,0.72029348788783,0.386960154554496,0.262112443195698,"Library_-1 (Rumore)",0.0209
2597,0.496576127363369,0.163242794030036,0.568438547397158,"Library_-1 (Rumore)",0.1955
2598,0.332058974308893,0.00127435902444023,0.995600097954533,"Library_1 (Necessita)",0.9873
2599,0.397724412381649,0.0643910790483157,0.800267125215036,"Library_0 (Possibilita)",0.5252
2600,0.542319688480347,0.208986355147014,0.485223068663029,"Library_-1 (Rumore)",0.1237
2601,0.519932744791731,0.186599411458398,0.524304858214206,"Library_-1 (Rumore)",0.1547
2602,0.8935427791439,0.560209445810566,0.143924155307081,"Library_-1 (Rumore)",0.0037
2603,0.736902363132685,0.403569029799352,0.247473276537088,"Library_-1 (Rumore)",0.0177
2604,0.832039565313607,0.498706231980274,0.178056943320607,"Library_-1 (Rumore)",0.0068
2605,0.212425128091127,0.120908205242207,0.658116377158361,"Library_-1 (Rumore)",0.2985
2606,0.712605654494837,0.379272321161504,0.269178698494575,"Library_-1 (Rumore)",0.0225
2607,0.673963537439704,0.340630204106371,0.307688261634232,"Library_-1 (Rumore)",0.0332
2608,0.888093982590362,0.554760649257029,0.146663478359149,"Library_-1 (Rumore)",0.0039
2609,0.988685220014304,0.655351886680971,0.103551506595807,"Library_-1 (Rumore)",0.0014
2610,0.613352992804721,0.280019659471388,0.379485053612774,"Library_-1 (Rumore)",0.0608
2611,0.653456939151511,0.320123605818177,0.330314502680916,"Library_-1 (Rumore)",0.0407
2612,0.377401422243565,0.044068088910232,0.858570119000645,"Library_0 (Possibilita)",0.6436
2613,0.789973519509658,0.456640186176325,0.205956039798389,"Library_-1 (Rumore)",0.0104
2614,0.342966561904177,0.00963322857084375,0.967215988254467,"Library_1 (Necessita)",0.9082
2615,0.184832593658939,0.148500739674394,0.598187656941651,"Library_-1 (Rumore)",0.2265
2616,0.435781503096223,0.10244816976289,0.701526203914922,"Library_-1 (Rumore)",0.359
2617,0.71233136462979,0.378998031296457,0.269434300911085,"Library_-1 (Rumore)",0.0226
2618,0.566065308172256,0.232731974838922,0.446948228055606,"Library_-1 (Rumore)",0.0976
2619,0.34229394281283,0.00896060947949689,0.969469742422894,"Library_1 (Necessita)",0.9143
2620,0.855675811413676,0.522342478080342,0.164073732074446,"Library_-1 (Rumore)",0.0054
2621,0.00459545478224754,0.328737878551086,0.320613913975914,"Library_-1 (Rumore)",0.0374
2622,0.290004716487601,0.0433286168457319,0.86076981001378,"Library_0 (Possibilita)",0.6484
2623,0.0911040450446308,0.242229288288703,0.43249882903054,"Library_-1 (Rumore)",0.0887
2624,0.822646731045097,0.489313397711764,0.183939155934805,"Library_-1 (Rumore)",0.0075
2625,0.849030331708491,0.515696998375158,0.167890332278371,"Library_-1 (Rumore)",0.0058
2626,0.770978052169085,0.437644718835751,0.219948175188133,"Library_-1 (Rumore)",0.0126
2627,0.0442576280329376,0.289075705300396,0.367777804268621,"Library_-1 (Rumore)",0.0555
2628,0.846806164598092,0.513472831264759,0.169187433216227,"Library_-1 (Rumore)",0.0059
2629,0.976252179825678,0.642918846492345,0.108103667945182,"Library_-1 (Rumore)",0.0016
2630,0.0698106279596686,0.263522705373665,0.401777686615863,"Library_-1 (Rumore)",0.0717
2631,0.815846218029037,0.482512884695704,0.188318853109783,"Library_-1 (Rumore)",0.008
2632,0.613577059935778,0.280243726602445,0.379190941527008,"Library_-1 (Rumore)",0.0607
2633,0.176041410537437,0.157291922795897,0.580264919406421,"Library_-1 (Rumore)",0.2074
2634,0.660664214752614,0.327330881419281,0.322178651854425,"Library_-1 (Rumore)",0.0379
2635,0.920062510063872,0.586729176730538,0.131304804102336,"Library_-1 (Rumore)",0.0028
2636,0.621636978816241,0.288303645482908,0.368761645685097,"Library_-1 (Rumore)",0.056
2637,0.397235663142055,0.063902329808722,0.801621680559037,"Library_0 (Possibilita)",0.5278
2638,0.11354912025854,0.219784213074793,0.467428013008594,"Library_-1 (Rumore)",0.111
2639,0.562746138544753,0.22941280521142,0.452111100815555,"Library_-1 (Rumore)",0.1008
2640,0.503751509357244,0.17041817602391,0.554498744987671,"Library_-1 (Rumore)",0.1819
2641,0.89434162620455,0.561008292871217,0.143526867150096,"Library_-1 (Rumore)",0.0037
2642,0.109218771569431,0.224114561763902,0.46047622854368,"Library_-1 (Rumore)",0.1063
2643,0.453361131018028,0.120027797684694,0.660124344039828,"Library_-1 (Rumore)",0.3011
2644,0.126225151820108,0.207108181513225,0.488386785224649,"Library_-1 (Rumore)",0.126
2645,0.2476896061562,0.0856437271771331,0.743527645319632,"Library_0 (Possibilita)",0.4247
2646,0.116887286305428,0.216446047027906,0.472858536878855,"Library_-1 (Rumore)",0.1148
2647,0.832398507278413,0.499065173945079,0.177835928261642,"Library_-1 (Rumore)",0.0068
2648,0.573625568300486,0.240292234967152,0.435407477186765,"Library_-1 (Rumore)",0.0905
2649,0.70913101779297,0.375797684459637,0.272434604737537,"Library_-1 (Rumore)",0.0233
2650,0.160958590218797,0.172374743114536,0.550757342785082,"Library_-1 (Rumore)",0.1784
2651,0.854514609323815,0.521181275990481,0.164734316088863,"Library_-1 (Rumore)",0.0055
2652,0.0594891598448157,0.273844173488518,0.38768144409079,"Library_-1 (Rumore)",0.0647
2653,0.775788665050641,0.442455331717307,0.216317231151961,"Library_-1 (Rumore)",0.012
2654,0.321479753125459,0.0118535802078744,0.959813353080227,"Library_0 (Possibilita)",0.8882
2655,0.695972872897983,0.362639539564649,0.285125424507878,"Library_-1 (Rumore)",0.0266
2656,0.573723796522245,0.240390463188911,0.435259509545208,"Library_-1 (Rumore)",0.0904
2657,0.0557122169993818,0.277621116333952,0.382647725058918,"Library_-1 (Rumore)",0.0623
2658,0.562317974399775,0.228984641066442,0.45278142612072,"Library_-1 (Rumore)",0.1013
2659,0.745378878200427,0.412045544867093,0.240320074734666,"Library_-1 (Rumore)",0.0162
2660,0.783920309506357,0.450586976173023,0.210315421506506,"Library_-1 (Rumore)",0.011
2661,0.390007894020528,0.0566745606871943,0.821923000528764,"Library_0 (Possibilita)",0.5674
2662,0.709271123632789,0.375937790299455,0.272302559837713,"Library_-1 (Rumore)",0.0233
2663,0.800983836408705,0.467650503075371,0.198257009684214,"Library_-1 (Rumore)",0.0093
2664,0.979035143973306,0.645701810639973,0.107067650584944,"Library_-1 (Rumore)",0.0016
2665,0.327877734322101,0.00545559901123244,0.981299293006136,"Library_1 (Necessita)",0.9469
2666,0.623063907027245,0.289730573693911,0.366945358457615,"Library_-1 (Rumore)",0.0552
2667,0.20094875106588,0.132384582267453,0.632493891870081,"Library_-1 (Rumore)",0.2661
2668,0.77653821092099,0.443204877587656,0.215756913058041,"Library_-1 (Rumore)",0.0119
2669,0.48334522289224,0.150011889558906,0.595067916802243,"Library_-1 (Rumore)",0.2231
2670,0.0163495268207043,0.316983806512629,0.333922774597659,"Library_-1 (Rumore)",0.042
2671,0.987932638032362,0.654599304699029,0.103821519320956,"Library_-1 (Rumore)",0.0014
2672,0.360931606497616,0.0275982731642823,0.908920974033904,"Library_0 (Possibilita)",0.7588
2673,0.744421238778159,0.411087905444826,0.241117739140981,"Library_-1 (Rumore)",0.0164
2674,0.478072970872745,0.144739637539412,0.606023578294916,"Library_-1 (Rumore)",0.2352
2675,0.467430610908195,0.134097277574862,0.62875658656793,"Library_-1 (Rumore)",0.2616
2676,0.935540803475305,0.602207470141972,0.124457275932539,"Library_-1 (Rumore)",0.0024
2677,0.469919328344986,0.136585995011653,0.623365232102128,"Library_-1 (Rumore)",0.2552
2678,0.222078068880364,0.111255264452969,0.680469798235753,"Library_-1 (Rumore)",0.3287
2679,0.00764523213729262,0.325688101196041,0.324015272929294,"Library_-1 (Rumore)",0.0385
2680,0.461378489853814,0.128045156520481,0.642062783805095,"Library_-1 (Rumore)",0.2779
2681,0.728296442190185,0.394963108856852,0.254953532547377,"Library_-1 (Rumore)",0.0193
2682,0.329025267157704,0.00430806617562968,0.985203542151402,"Library_1 (Necessita)",0.9578
2683,0.226645012153313,0.106688321180021,0.691308541183071,"Library_-1 (Rumore)",0.3441
2684,0.689888932975009,0.356555599641676,0.291191511813975,"Library_-1 (Rumore)",0.0283
2685,0.351830736268312,0.0184974029349784,0.937999584156089,"Library_0 (Possibilita)",0.8311
2686,0.0726352799683809,0.260698053364952,0.405723924739066,"Library_-1 (Rumore)",0.0738
2687,0.946139007573947,0.612805674240614,0.119975790769601,"Library_-1 (Rumore)",0.0022
2688,0.531528200022876,0.198194866689543,0.503684483465394,"Library_-1 (Rumore)",0.1378
2689,0.140255910344422,0.193077422988911,0.512682999270246,"Library_-1 (Rumore)",0.145
2690,0.136970470426604,0.196362862906729,0.506887584208196,"Library_-1 (Rumore)",0.1403
2691,0.26949738105759,0.0638359522757431,0.801805820851993,"Library_0 (Possibilita)",0.5282
2692,0.433360411552712,0.100027078219379,0.707427996510537,"Library_-1 (Rumore)",0.3678
2693,0.241597471293062,0.0917358620402713,0.728017869438983,"Library_0 (Possibilita)",0.3996
2694,0.886524020927027,0.553190687593694,0.147462391565899,"Library_-1 (Rumore)",0.004
2695,0.12496306700632,0.208370266327014,0.486258583109768,"Library_-1 (Rumore)",0.1245
2696,0.886285915505141,0.552952582171808,0.147583936782265,"Library_-1 (Rumore)",0.004
2697,0.0484324519056827,0.284900881427651,0.373129269935362,"Library_-1 (Rumore)",0.0579
2698,0.373132301261649,0.0397989679283152,0.871347278834647,"Library_0 (Possibilita)",0.6717
2699,0.911427340935916,0.578094007602582,0.135287382660902,"Library_-1 (Rumore)",0.0031
2700,0.278567022643983,0.05476631068935,0.827368145117556,"Library_0 (Possibilita)",0.5783
2701,0.262144618667662,0.0711887146656712,0.781663241455432,"Library_0 (Possibilita)",0.4907
2702,0.00301275588572025,0.330320577447613,0.318862856572366,"Library_-1 (Rumore)",0.0368
2703,0.124394078971818,0.208939254361515,0.485302157169319,"Library_-1 (Rumore)",0.1238
2704,0.867646970786154,0.534313637452821,0.157416100508896,"Library_-1 (Rumore)",0.0048
2705,0.0330856458749622,0.300247687458371,0.353831577585098,"Library_-1 (Rumore)",0.0497
2706,0.629731758963317,0.296398425629983,0.358575940722383,"Library_-1 (Rumore)",0.0516
2707,0.326888922601938,0.00644441073139507,0.977947472786216,"Library_1 (Necessita)",0.9376
2708,0.154102095635608,0.179231237697725,0.537844283601881,"Library_-1 (Rumore)",0.1666
2709,0.159863517386839,0.173469815946495,0.548674343453336,"Library_-1 (Rumore)",0.1765
2710,0.975979674607515,0.642646341274182,0.10820565109403,"Library_-1 (Rumore)",0.0016
2711,0.891064933966845,0.557731600633512,0.145163463711528,"Library_-1 (Rumore)",0.0038
2712,0.445210904115811,0.111877570782478,0.679006091886721,"Library_-1 (Rumore)",0.3267
2713,0.839183734031394,0.505850400698061,0.173709218557859,"Library_-1 (Rumore)",0.0064
2714,0.358872725628316,0.0255393922949831,0.915419482166091,"Library_0 (Possibilita)",0.7746
2715,0.518354899948463,0.18502156661513,0.527175259907435,"Library_-1 (Rumore)",0.1572
2716,0.83442452037707,0.501091187043736,0.176593564657821,"Library_-1 (Rumore)",0.0067
2717,0.465476361569017,0.132143028235684,0.633022775994861,"Library_-1 (Rumore)",0.2668
2718,0.999447890790179,0.666114557456846,0.0997660083098072,"Library_-1 (Rumore)",0.0013
2719,0.345793206477538,0.0124598731442044,0.957801843024013,"Library_0 (Possibilita)",0.8829
2720,0.53591889468953,0.202585561356197,0.496089877004709,"Library_-1 (Rumore)",0.1319
2721,0.317662008339539,0.0156713249937941,0.947217237621787,"Library_0 (Possibilita)",0.8549
2722,0.349238770548254,0.0159054372149209,0.946450218530973,"Library_0 (Possibilita)",0.8529
2723,0.232031252235174,0.101302081098159,0.704313813477999,"Library_-1 (Rumore)",0.3631
2724,0.246549322502688,0.0867840108306457,0.740599707154627,"Library_0 (Possibilita)",0.4199
2725,0.490933358902112,0.157600025568778,0.57964661999776,"Library_-1 (Rumore)",0.2068
2726,0.211783375358209,0.121549957975124,0.656656565920049,"Library_-1 (Rumore)",0.2966
2727,0.536068035056815,0.202734701723481,0.495833928905694,"Library_-1 (Rumore)",0.1317
2728,0.238659414695576,0.0946739186377575,0.720654020911278,"Library_0 (Possibilita)",0.388
2729,0.437301767291501,0.103968433958168,0.697845511268175,"Library_-1 (Rumore)",0.3536
2730,0.414427423616871,0.0810940902835379,0.755325560375382,"Library_0 (Possibilita)",0.4444
2731,0.799760548397899,0.466427215064565,0.199097988677216,"Library_-1 (Rumore)",0.0094
2732,0.751192746218294,0.417859412884961,0.235533746487648,"Library_-1 (Rumore)",0.0153
2733,0.4828859528061,0.149552619472767,0.596014346199464,"Library_-1 (Rumore)",0.2241
2734,0.128701949259266,0.204631384074067,0.492590421630499,"Library_-1 (Rumore)",0.1292
2735,0.96880576829426,0.635472434960927,0.110925316980837,"Library_-1 (Rumore)",0.0017
2736,0.248929430963472,0.0844039023698618,0.746724314940051,"Library_0 (Possibilita)",0.43
2737,0.449237997410819,0.115904664077486,0.669609911005314,"Library_-1 (Rumore)",0.3138
2738,0.375416673952714,0.0420833406193803,0.864486849149982,"Library_0 (Possibilita)",0.6565
2739,0.527346388902515,0.194013055569182,0.511025856930392,"Library_-1 (Rumore)",0.1437
2740,0.21721850708127,0.116114826252063,0.66912313751853,"Library_-1 (Rumore)",0.3131
2741,0.837659506127238,0.504326172793905,0.174627819639459,"Library_-1 (Rumore)",0.0065
2742,0.301687430590391,0.0316459027429422,0.896279506363144,"Library_0 (Possibilita)",0.7287
2743,0.774078977061436,0.440745643728102,0.217600748183348,"Library_-1 (Rumore)",0.0122
2744,0.440343274967745,0.107009941634412,0.690539619093749,"Library_-1 (Rumore)",0.343
2745,0.374942681519315,0.0416093481859813,0.865905888345986,"Library_0 (Possibilita)",0.6596
2746,0.491807862650603,0.15847452931727,0.577895255863924,"Library_-1 (Rumore)",0.205
2747,0.524359420407563,0.19102608707423,0.516335046180956,"Library_-1 (Rumore)",0.148
2748,0.818175040185452,0.484841706852118,0.186807416807144,"Library_-1 (Rumore)",0.0078
2749,0.0339560718275607,0.299377261505773,0.354898888625013,"Library_-1 (Rumore)",0.0501
2750,0.401539116166532,0.0682057828331987,0.789773125955001,"Library_0 (Possibilita)",0.5056
2751,0.618840693728998,0.285507360395665,0.372347051881687,"Library_-1 (Rumore)",0.0576
2752,0.25528925517574,0.0780440781575938,0.763339349116394,"Library_0 (Possibilita)",0.4582
2753,0.547708725556731,0.214375392223398,0.476258734186001,"Library_-1 (Rumore)",0.1172
2754,0.86851397366263,0.535180640329296,0.156944551550521,"Library_-1 (Rumore)",0.0047
2755,0.421738417819142,0.088405084485809,0.736457067154349,"Library_0 (Possibilita)",0.4131
2756,0.0344778364524245,0.298855496880909,0.355540215984462,"Library_-1 (Rumore)",0.0504
2757,0.89886833075434,0.565534997421006,0.14129624049563,"Library_-1 (Rumore)",0.0035
2758,0.910357173765078,0.577023840431745,0.135789287828204,"Library_-1 (Rumore)",0.0031
2759,0.198521972168237,0.134811361165096,0.627204901606356,"Library_-1 (Rumore)",0.2597
2760,0.0501497520599514,0.283183581273382,0.37535311697525,"Library_-1 (Rumore)",0.0589
2761,0.737522293347865,0.404188960014532,0.246942986117091,"Library_-1 (Rumore)",0.0176
2762,0.270834301132709,0.0624990322006245,0.805523637525557,"Library_0 (Possibilita)",0.5353
2763,0.177471538307145,0.155861795026188,0.583143540924047,"Library_-1 (Rumore)",0.2104
2764,0.185093852924183,0.14823948040915,0.598728677616495,"Library_-1 (Rumore)",0.2271
2765,0.475903378566727,0.142570045233394,0.610590328585944,"Library_-1 (Rumore)",0.2403
2766,0.253694256767631,0.0796390765657027,0.759138003698385,"Library_0 (Possibilita)",0.451
2767,0.366072395350784,0.0327390620174507,0.892895632413289,"Library_0 (Possibilita)",0.7208
2768,0.913519913796335,0.580186580463002,0.134311326301481,"Library_-1 (Rumore)",0.003
2769,0.42578289215453,0.0924495588211964,0.726222193272969,"Library_0 (Possibilita)",0.3967
2770,0.48805840080604,0.154725067472706,0.585441777060732,"Library_-1 (Rumore)",0.2128
